,investment_id,corr,ticker,len,sector
467,506,0.1801763222843615,600570.SS,1196,10
468,507,0.2717138369270372,300447.SZ,319,10
469,508,0.1715200489344727,002096.SZ,811,0
470,509,0.1730799562969911,002447.SZ,1205,1
471,510,0.1574549597493141,300001.SZ,940,8
472,511,0.1839375759161419,002400.SZ,1135,1
473,512,0.1977640910961292,600052.SS,1068,9
474,513,0.1543040342349777,002284.SZ,1066,2
475,514,0.2023288913029913,002004.SZ,625,7
476,515,0.249600653547128,300281.SZ,1087,8
477,516,0.1727783966170753,000802.SZ,896,1
478,517,0.129777391517868,002508.SZ,1052,2
479,518,0.1613560125350277,300170.SZ,1175,10
480,520,0.1537095723286901,000001.SZ,937,6
481,521,0.2160244602246422,600744.SS,701,11
482,523,0.1656552243545283,601007.SS,1122,2
483,524,0.1535317208378533,300131.SZ,913,10
484,525,0.2884872970718043,002080.SZ,312,0
485,526,0.1191283435560583,000721.SZ,1195,2
486,527,0.1845823866057229,002647.SZ,855,6
487,528,0.1772302571850176,002497.SZ,1156,0
488,529,0.1304643557191301,000826.SZ,1191,8
489,531,0.283476443057598,601588.SS,1033,9
490,532,0.2876926636604441,000822.SZ,513,0
491,533,0.14126140027777,000797.SZ,1170,9
492,534,0.1693137958816726,600963.SS,791,0
493,535,0.1481473518721825,002712.SZ,1013,1
494,536,0.3052010722289867,000883.SZ,333,11
495,537,0.1816900563161789,002398.SZ,1187,0
496,538,0.2048396601164473,002655.SZ,608,10
497,539,0.1455285076046185,600782.SS,687,0
498,540,0.1637583320329085,600258.SS,978,2
499,542,0.2298147368335437,600210.SS,926,2
500,543,0.2303387458217016,300188.SZ,1092,8
501,544,0.1292338425283961,000671.SZ,1170,9
502,546,0.152150170356229,600763.SS,1119,7
503,547,0.2031985568845352,002683.SZ,1160,0
504,548,0.1299988460578311,000822.SZ,970,0
505,549,0.3010021918124185,603303.SS,248,8
506,550,0.4063915462091324,000963.SZ,113,7
507,551,0.2721917735160927,300569.SZ,271,8
508,552,0.1277865779672418,002296.SZ,1199,8
509,553,0.1735677055162967,600258.SS,1069,2
510,554,0.2438847376658985,600345.SS,271,10
511,555,0.1862604902873606,002008.SZ,802,8
512,556,0.1186864782693562,600587.SS,1081,7
513,557,0.2110280858487533,600706.SS,522,2
514,558,0.2691168975985673,600300.SS,581,3
515,559,0.3466766999921486,002366.SZ,213,8
516,560,0.1919848254895035,300080.SZ,1102,10
517,561,0.1402498685122225,600817.SS,1103,8
518,562,0.2305220316279266,002647.SZ,1050,6
519,563,0.2332786055039672,002078.SZ,785,0
520,564,0.1843260993760898,002201.SZ,1018,2
521,565,0.1510775681042851,002566.SZ,1158,7
522,566,0.3054520949012638,300180.SZ,817,0
523,568,0.1552553773942292,002092.SZ,1093,0
524,569,0.1824968188486281,300235.SZ,1149,10
525,570,0.244213716855403,002142.SZ,503,6
526,571,0.2253523561497361,002647.SZ,1083,6
527,572,0.2735088150161349,300228.SZ,486,8
528,573,0.2345001158988769,600966.SS,873,0
529,574,0.1593373592540815,600703.SS,1081,10
530,575,0.1628668088737122,300063.SZ,1053,0
531,576,0.1419374811648044,600876.SS,1002,8
532,577,0.1612955208793364,300346.SZ,930,10
533,578,0.1506608348227565,000582.SZ,1043,8
534,579,0.2304118474660533,600345.SS,815,10
535,580,0.1459010123169379,002111.SZ,1201,8
536,581,0.1540925564787379,002030.SZ,1184,7
537,582,0.1684355315908135,300201.SZ,913,8
538,583,0.1916387931460582,002581.SZ,1002,0
539,584,0.2253167752633428,300227.SZ,484,10
540,585,0.150109305343816,300162.SZ,1006,10
541,586,0.1977538038905578,002156.SZ,658,10
542,587,0.2283431539366226,300376.SZ,523,8
543,588,0.1617266038228671,600855.SS,1053,8
544,589,0.1753168208057676,002494.SZ,1020,2
545,590,0.3405411219858549,000895.SZ,162,3
546,591,0.1383617856714015,600050.SS,1182,1
547,592,0.3188904675189233,603577.SS,263,8
548,593,0.2339177811946038,002733.SZ,382,8
549,594,0.1842726103470228,000932.SZ,602,0
550,595,0.1481281156260155,600782.SS,1095,0
551,596,0.2659284405919261,002321.SZ,1172,3
552,597,0.1823567792410509,300164.SZ,990,5
553,598,0.1917423776426097,000564.SZ,998,2
554,599,0.1650493509552279,300305.SZ,1157,0
555,600,0.1931086502484104,300066.SZ,828,8
556,601,0.2305828978138266,600376.SS,837,9
557,602,0.359733473014782,000488.SZ,374,0
558,603,0.1539734592291973,000088.SZ,1184,8
559,604,0.1723904336803027,300309.SZ,974,5
560,605,0.1602894685155843,000928.SZ,1171,8
561,606,0.1950630587034852,600201.SS,913,7
562,607,0.1211945884246013,002643.SZ,1183,0
563,609,0.1944336369706303,600399.SS,890,0
564,610,0.1479419779563687,000697.SZ,1057,0
565,611,0.1533112814073228,002230.SZ,1139,10
566,612,0.3652833957687063,000998.SZ,256,3
567,613,0.1477234764320725,002489.SZ,1188,2
568,614,0.3228832661184591,002431.SZ,415,8
569,615,0.2124855532073982,000529.SZ,1077,3
570,616,0.1584209817389169,600593.SS,1174,2
571,617,0.1990304740880131,300101.SZ,804,10
572,618,0.1768505076158278,002036.SZ,1077,10
573,619,0.1303359016594558,300234.SZ,964,0
574,620,0.2024878191494472,002130.SZ,1175,8
575,621,0.1807873117365692,600423.SS,779,0
576,622,0.1470025756009765,000584.SZ,796,8
577,623,0.2654591326077731,603160.SS,250,10
578,624,0.3937995067970513,600622.SS,143,9
579,625,0.162079128862717,000859.SZ,1162,0
